shipment_id,origin,destination,carrier,shipment_date,expected_delivery,actual_delivery,status,priority,delay_hours,reason,shipment_mode,cargo_type,weight_kg,distance_km,weather_condition,customs_status,port_congestion,carrier_performance_score,customer_impact,exception_type
SHP-1431,Kolkata,Singapore,UPS,2026-05-11,2026-05-17,2026-05-17,Delivered,Normal,0,On schedule,Air,Food,321.43,9292,Clear,Cleared,Low,96.6,None,NONE
SHP-1432,Mumbai,Amsterdam,Maersk,2026-03-14,2026-03-22,2026-03-22,Delivered,High,0,On schedule,Air,Chemicals,3129.82,11961,Clear,Cleared,Low,71.5,None,NONE
SHP-1433,Pune,Tokyo,UPS,2026-02-14,2026-02-22,2026-02-22,Delivered,Normal,0,On schedule,Sea,Machinery,4218.21,6202,Clear,Cleared,Low,91.1,None,NONE
SHP-1434,Bengaluru,New York,Carrier-X,2026-01-03,2026-01-12,2026-01-12,Delivered,Low,0,On schedule,Sea,Pharmaceuticals,3293.05,2524,Clear,Cleared,Low,58.6,None,NONE
SHP-1435,Pune,Sydney,Carrier-X,2026-02-16,2026-02-25,2026-02-25,Delivered,Normal,0,On schedule,Rail,Food,1929.73,3998,Clear,Cleared,Low,63.0,None,NONE
SHP-1436,Mumbai,Paris,BlueDart,2026-05-09,2026-05-18,2026-05-21,Delayed,Normal,85,Port congestion,Sea,Machinery,3527.36,2154,Clear,Cleared,High,80.0,High,PORT_CONGESTION
SHP-1437,Delhi,London,Carrier-X,2026-05-13,2026-05-23,2026-05-23,Delayed,Low,21,Carrier delay,Road,Automotive,3992.51,5419,Clear,Cleared,Medium,81.4,Medium,CARRIER_DELAY
SHP-1438,Kolkata,Amsterdam,DHL,2026-05-12,2026-05-14,2026-05-14,Delayed,High,12,Documentation issue,Rail,Automotive,3478.31,10091,Rain,Under Review,Medium,87.2,Medium,MINOR_DELAY
SHP-1439,Hyderabad,Dubai,Carrier-X,2026-02-13,2026-02-17,2026-02-17,Delayed,Normal,11,Weather disruption,Rail,Food,2532.92,14250,Clear,Under Review,Medium,88.7,Low,MINOR_DELAY
SHP-1440,Hyderabad,London,UPS,2026-08-08,2026-08-14,2026-08-15,Delayed,Normal,46,Documentation issue,Road,Textiles,3914.81,4169,Rain,Under Review,High,75.9,Medium,DELIVERY_DELAY
SHP-1441,Mumbai,Toronto,DHL,2026-07-30,2026-08-07,2026-08-07,Delivered,Normal,0,On schedule,Sea,Food,3854.14,4198,Clear,Cleared,Low,83.4,None,NONE
SHP-1442,Bengaluru,Frankfurt,UPS,2026-06-14,2026-06-23,2026-06-23,Delayed,Normal,15,Customs clearance,Road,Electronics,1513.82,12524,Extreme Heat,Pending,Medium,95.8,Medium,CUSTOMS_DELAY
SHP-1443,Chennai,Tokyo,Carrier-X,2026-03-09,2026-03-16,2026-03-16,Delayed,Normal,11,Carrier delay,Rail,Automotive,4809.2,11488,Extreme Heat,Cleared,Medium,96.1,High,CARRIER_DELAY
SHP-1444,Delhi,Amsterdam,Carrier-X,2026-04-21,2026-04-29,2026-04-29,Delayed,Normal,10,Documentation issue,Road,Chemicals,2310.93,11363,Storm,Under Review,Low,87.2,Medium,MINOR_DELAY
SHP-1445,Chennai,Amsterdam,Maersk,2026-05-21,2026-05-24,2026-05-24,Delivered,Low,0,On schedule,Sea,Textiles,69.69,1900,Clear,Cleared,Low,77.6,None,NONE
SHP-1446,Ahmedabad,Toronto,FedEx,2026-02-19,2026-02-23,2026-02-23,Delayed,Low,3,Weather disruption,Road,Textiles,1886.03,12815,Clear,Cleared,Low,93.7,Low,MINOR_DELAY
SHP-1447,Bengaluru,Singapore,Carrier-X,2026-03-17,2026-03-24,2026-03-27,Delayed,Normal,93,Port congestion,Sea,Textiles,1294.11,13091,Extreme Heat,Under Review,High,58.2,High,PORT_CONGESTION
SHP-1448,Mumbai,Tokyo,BlueDart,2026-03-08,2026-03-17,2026-03-17,Delivered,Critical,0,On schedule,Road,Electronics,356.3,3587,Clear,Cleared,Low,81.2,None,NONE
SHP-1449,Bengaluru,Sydney,DHL,2026-07-16,2026-07-19,2026-07-19,Delayed,Normal,5,Documentation issue,Sea,Food,2861.01,4405,Clear,Cleared,Low,88.4,Medium,MINOR_DELAY
SHP-1450,Mumbai,Sydney,FedEx,2026-06-20,2026-06-27,2026-06-27,Delivered,Normal,0,On schedule,Air,Electronics,4524.04,9714,Clear,Cleared,Low,55.2,None,NONE
SHP-1451,Ahmedabad,Sydney,BlueDart,2026-07-06,2026-07-15,2026-07-16,Delayed,High,46,Customs clearance,Rail,Chemicals,614.81,9070,Extreme Heat,Pending,Low,95.2,Medium,CUSTOMS_DELAY
SHP-1452,Kolkata,Toronto,Carrier-X,2026-01-15,2026-01-24,2026-01-24,Delayed,Normal,23,Port congestion,Road,Automotive,3804.66,5050,Clear,Under Review,High,82.9,High,PORT_CONGESTION
SHP-1453,Bengaluru,Amsterdam,DHL,2026-02-18,2026-02-21,2026-02-21,Delivered,Normal,0,On schedule,Rail,Machinery,3156.78,6186,Clear,Cleared,Low,75.9,None,NONE
SHP-1454,Ahmedabad,Frankfurt,FedEx,2026-01-07,2026-01-16,2026-01-16,Delayed,High,17,Documentation issue,Air,Pharmaceuticals,4833.2,568,Fog,Under Review,Medium,56.6,Low,MINOR_DELAY
SHP-1455,Mumbai,Toronto,Carrier-X,2026-01-31,2026-02-04,2026-02-04,Delayed,Normal,18,Documentation issue,Air,Automotive,2449.58,612,Clear,Cleared,Low,75.3,Low,MINOR_DELAY
SHP-1456,Mumbai,Frankfurt,Carrier-X,2026-02-14,2026-02-17,2026-02-17,Delayed,Normal,22,Carrier delay,Sea,Electronics,4090.82,2042,Fog,Cleared,Low,59.9,High,CARRIER_DELAY
SHP-1457,Chennai,Singapore,FedEx,2026-07-27,2026-07-29,2026-08-01,Delayed,High,75,Mechanical issue,Rail,Textiles,2969.5,5796,Rain,Cleared,High,57.7,Medium,DELIVERY_DELAY
SHP-1458,Hyderabad,London,BlueDart,2026-04-05,2026-04-07,2026-04-07,Delivered,Normal,0,On schedule,Sea,Machinery,675.52,13260,Clear,Cleared,Low,91.4,None,NONE
SHP-1459,Pune,London,DHL,2026-01-02,2026-01-06,2026-01-09,Delayed,Low,95,Port congestion,Rail,Electronics,1038.74,10782,Extreme Heat,Under Review,High,66.7,High,PORT_CONGESTION
SHP-1460,Ahmedabad,Tokyo,FedEx,2026-06-27,2026-07-06,2026-07-06,Delivered,Low,0,On schedule,Sea,Food,3064.13,1742,Clear,Cleared,Low,82.0,None,NONE
SHP-1461,Hyderabad,Toronto,BlueDart,2026-03-02,2026-03-07,2026-03-08,Exception,Normal,36,Missorted shipment,Air,Food,1389.37,3473,Extreme Heat,Under Review,Low,59.8,High,MISROUTED_SHIPMENT
SHP-1462,Bengaluru,Sydney,BlueDart,2026-06-21,2026-06-28,2026-06-28,Delivered,High,0,On schedule,Sea,Pharmaceuticals,1432.47,7421,Clear,Cleared,Low,65.8,None,NONE
SHP-1463,Ahmedabad,Dubai,DHL,2026-02-15,2026-02-25,2026-02-25,Delivered,Normal,0,On schedule,Air,Food,589.16,14964,Clear,Cleared,Low,65.1,None,NONE
SHP-1464,Ahmedabad,Paris,UPS,2026-02-20,2026-02-23,2026-02-24,Delayed,High,39,Carrier delay,Road,Automotive,1193.22,7059,Rain,Cleared,Medium,92.4,Medium,CARRIER_DELAY
SHP-1465,Pune,Frankfurt,DHL,2026-05-05,2026-05-10,2026-05-10,Delivered,Low,0,On schedule,Rail,Food,4640.16,7754,Clear,Cleared,Low,62.7,None,NONE
SHP-1466,Kolkata,London,BlueDart,2026-04-02,2026-04-06,2026-04-06,Delivered,Critical,0,On schedule,Sea,Machinery,170.15,9617,Clear,Cleared,Low,57.6,None,NONE
SHP-1467,Bengaluru,Singapore,BlueDart,2026-02-13,2026-02-19,2026-02-19,Delivered,High,0,On schedule,Rail,Automotive,3022.14,13235,Clear,Cleared,Low,89.2,None,NONE
SHP-1468,Bengaluru,Paris,UPS,2026-04-16,2026-04-21,2026-04-21,Delivered,High,0,On schedule,Sea,Electronics,2961.99,14013,Clear,Cleared,Low,74.9,None,NONE
SHP-1469,Mumbai,Tokyo,Carrier-X,2026-03-25,2026-03-29,2026-03-29,Delivered,Normal,0,On schedule,Sea,Pharmaceuticals,4569.64,383,Clear,Cleared,Low,73.0,None,NONE
SHP-1470,Mumbai,Dubai,BlueDart,2026-05-16,2026-05-21,2026-05-23,Delayed,Normal,56,Customs clearance,Air,Automotive,424.63,12638,Extreme Heat,Pending,Medium,55.5,Medium,CUSTOMS_DELAY
SHP-1471,Pune,Frankfurt,FedEx,2026-03-03,2026-03-12,2026-03-12,Delivered,Normal,0,On schedule,Road,Textiles,3348.49,2950,Clear,Cleared,Low,85.2,None,NONE
SHP-1472,Mumbai,Sydney,BlueDart,2026-06-30,2026-07-03,2026-07-04,Delayed,Normal,35,Customs clearance,Sea,Chemicals,1930.55,11617,Clear,Pending,High,69.3,High,CUSTOMS_DELAY
SHP-1473,Mumbai,New York,BlueDart,2026-06-06,2026-06-08,2026-06-10,Delayed,Normal,62,Customs clearance,Road,Machinery,2578.54,11353,Storm,Pending,High,70.7,Medium,CUSTOMS_DELAY
SHP-1474,Mumbai,Singapore,BlueDart,2026-06-08,2026-06-18,2026-06-18,Delivered,Low,0,On schedule,Road,Automotive,3527.32,9487,Clear,Cleared,Low,85.5,None,NONE
SHP-1475,Chennai,London,Maersk,2026-01-30,2026-02-09,2026-02-11,Delayed,Normal,50,Documentation issue,Sea,Food,3404.33,4840,Storm,Under Review,High,57.3,Medium,DELIVERY_DELAY
SHP-1476,Kolkata,Toronto,BlueDart,2026-05-15,2026-05-25,2026-05-25,Delivered,High,0,On schedule,Rail,Food,3394.76,9030,Clear,Cleared,Low,93.7,None,NONE
SHP-1477,Ahmedabad,Paris,Maersk,2026-04-28,2026-05-02,2026-05-02,Delivered,Low,0,On schedule,Air,Pharmaceuticals,1448.98,1560,Clear,Cleared,Low,59.7,None,NONE
SHP-1478,Hyderabad,Singapore,Carrier-X,2026-02-08,2026-02-15,2026-02-15,Delayed,High,22,Carrier delay,Sea,Automotive,2106.45,12386,Extreme Heat,Under Review,Low,82.7,Medium,MINOR_DELAY
SHP-1479,Hyderabad,Frankfurt,DHL,2026-07-25,2026-08-01,2026-08-04,Delayed,Normal,94,Port congestion,Air,Chemicals,3282.24,13191,Fog,Under Review,High,69.0,High,PORT_CONGESTION
SHP-1480,Ahmedabad,Sydney,Maersk,2026-03-20,2026-03-29,2026-03-29,Delivered,Normal,0,On schedule,Sea,Chemicals,1865.79,5020,Clear,Cleared,Low,88.1,None,NONE
SHP-1481,Mumbai,London,Maersk,2026-02-12,2026-02-22,2026-02-22,Delivered,Normal,0,On schedule,Road,Automotive,1433.38,3173,Clear,Cleared,Low,91.1,None,NONE
SHP-1482,Bengaluru,London,FedEx,2026-03-23,2026-03-30,2026-03-30,Delivered,Normal,0,On schedule,Air,Electronics,930.64,9515,Clear,Cleared,Low,85.4,None,NONE
SHP-1483,Kolkata,Toronto,FedEx,2026-05-19,2026-05-26,2026-05-26,Delayed,Critical,5,Carrier delay,Road,Automotive,788.71,12399,Extreme Heat,Under Review,Low,78.5,Medium,MINOR_DELAY
SHP-1484,Kolkata,New York,BlueDart,2026-05-27,2026-06-05,2026-06-07,Delayed,High,58,Customs clearance,Road,Chemicals,4501.87,2584,Clear,Pending,Medium,84.2,High,CUSTOMS_DELAY
SHP-1485,Delhi,New York,DHL,2026-08-04,2026-08-11,2026-08-11,Delivered,Normal,0,On schedule,Rail,Food,284.62,10807,Clear,Cleared,Low,63.4,None,NONE
SHP-1486,Chennai,New York,FedEx,2026-05-18,2026-05-28,2026-05-29,Delayed,High,35,Documentation issue,Air,Electronics,4717.58,11224,Storm,Cleared,High,70.5,High,DELIVERY_DELAY
SHP-1487,Bengaluru,Tokyo,Maersk,2026-01-04,2026-01-13,2026-01-13,Delivered,Normal,0,On schedule,Rail,Textiles,4372.77,1735,Clear,Cleared,Low,64.3,None,NONE
SHP-1488,Ahmedabad,Tokyo,BlueDart,2026-07-26,2026-07-31,2026-08-02,Delayed,High,63,Carrier delay,Road,Pharmaceuticals,1523.12,14513,Rain,Cleared,Low,77.6,Medium,CARRIER_DELAY
SHP-1489,Kolkata,Singapore,UPS,2026-01-02,2026-01-06,2026-01-08,Delayed,Normal,63,Carrier delay,Rail,Electronics,1004.3,13936,Fog,Cleared,Medium,71.4,Medium,CARRIER_DELAY
SHP-1490,Ahmedabad,Dubai,Maersk,2026-05-24,2026-05-26,2026-05-26,Delivered,High,0,On schedule,Road,Automotive,778.58,5217,Clear,Cleared,Low,96.1,None,NONE
SHP-1491,Ahmedabad,Singapore,Carrier-X,2026-02-15,2026-02-22,2026-02-24,Delayed,Normal,55,Carrier delay,Road,Automotive,2909.52,9566,Clear,Under Review,High,73.8,Medium,DELIVERY_DELAY
SHP-1492,Hyderabad,Sydney,Carrier-X,2026-05-12,2026-05-18,2026-05-18,Delivered,High,0,On schedule,Air,Textiles,822.61,1258,Clear,Cleared,Low,61.3,None,NONE
SHP-1493,Ahmedabad,London,Maersk,2026-03-11,2026-03-16,2026-03-16,Delayed,Normal,13,Carrier delay,Sea,Electronics,3834.55,3302,Fog,Under Review,Low,87.9,Medium,MINOR_DELAY
SHP-1494,Bengaluru,Amsterdam,Maersk,2026-08-05,2026-08-12,2026-08-12,Delivered,High,0,On schedule,Road,Chemicals,488.21,9803,Clear,Cleared,Low,70.1,None,NONE
SHP-1495,Bengaluru,Dubai,FedEx,2026-07-19,2026-07-23,2026-07-23,Delivered,Normal,0,On schedule,Road,Textiles,521.07,2832,Clear,Cleared,Low,76.6,None,NONE
SHP-1496,Chennai,Amsterdam,UPS,2026-04-28,2026-05-02,2026-05-02,Delivered,High,0,On schedule,Air,Automotive,4617.81,8156,Clear,Cleared,Low,70.0,None,NONE
SHP-1497,Kolkata,London,BlueDart,2026-07-01,2026-07-05,2026-07-06,Delayed,Normal,39,Carrier delay,Road,Pharmaceuticals,1057.11,1587,Storm,Cleared,Medium,73.3,Medium,DELIVERY_DELAY
SHP-1498,Delhi,Singapore,DHL,2026-04-21,2026-05-01,2026-05-01,Delivered,Low,0,On schedule,Rail,Chemicals,2969.95,7985,Clear,Cleared,Low,60.1,None,NONE
SHP-1499,Hyderabad,Dubai,DHL,2026-01-03,2026-01-07,2026-01-09,Delayed,High,70,Customs clearance,Road,Machinery,3356.3,779,Rain,Pending,High,58.9,Medium,CUSTOMS_DELAY
SHP-1500,Hyderabad,Paris,Maersk,2026-08-07,2026-08-12,2026-08-14,Delayed,Normal,54,Documentation issue,Road,Pharmaceuticals,3581.9,4917,Fog,Cleared,Medium,62.4,Medium,DELIVERY_DELAY
SHP-1501,Mumbai,Singapore,FedEx,2026-06-28,2026-07-01,2026-07-01,Delivered,Normal,0,On schedule,Rail,Textiles,912.43,6113,Clear,Cleared,Low,97.2,None,NONE
SHP-1502,Pune,Frankfurt,UPS,2026-01-29,2026-02-07,2026-02-07,Delivered,High,0,On schedule,Sea,Automotive,560.48,2526,Clear,Cleared,Low,76.3,None,NONE
SHP-1503,Kolkata,New York,UPS,2026-03-25,2026-04-03,2026-04-03,Delivered,Normal,0,On schedule,Air,Electronics,3005.94,5411,Clear,Cleared,Low,84.5,None,NONE
SHP-1504,Ahmedabad,Frankfurt,UPS,2026-08-07,2026-08-09,2026-08-11,Delayed,Normal,59,Weather disruption,Rail,Textiles,4993.63,8355,Storm,Cleared,Medium,83.9,High,WEATHER_DISRUPTION
SHP-1505,Pune,Sydney,UPS,2026-02-06,2026-02-13,2026-02-14,Delayed,Normal,37,Documentation issue,Air,Electronics,1009.31,14128,Rain,Cleared,High,97.6,Medium,DELIVERY_DELAY
SHP-1506,Delhi,Frankfurt,BlueDart,2026-07-15,2026-07-23,2026-07-23,Delayed,High,10,Weather disruption,Rail,Textiles,4937.74,8679,Fog,Under Review,Medium,67.0,Medium,MINOR_DELAY
SHP-1507,Ahmedabad,Singapore,DHL,2026-05-08,2026-05-17,2026-05-17,Delayed,Normal,15,Port congestion,Road,Automotive,3393.76,3234,Clear,Cleared,High,71.5,Medium,PORT_CONGESTION
SHP-1508,Kolkata,London,Maersk,2026-01-20,2026-01-29,2026-01-29,Delivered,High,0,On schedule,Air,Chemicals,3965.73,3608,Clear,Cleared,Low,67.6,None,NONE
SHP-1509,Ahmedabad,Sydney,UPS,2026-03-29,2026-04-05,2026-04-05,Delayed,High,2,Carrier delay,Road,Food,4265.84,7550,Extreme Heat,Cleared,Medium,74.8,Medium,MINOR_DELAY
SHP-1510,Mumbai,London,UPS,2026-02-12,2026-02-20,2026-02-20,Delivered,Normal,0,On schedule,Road,Machinery,2442.4,2092,Clear,Cleared,Low,79.5,None,NONE
SHP-1511,Ahmedabad,Amsterdam,Carrier-X,2026-05-24,2026-06-01,2026-06-01,Delivered,High,0,On schedule,Rail,Automotive,1324.32,9983,Clear,Cleared,Low,96.7,None,NONE
SHP-1512,Kolkata,New York,Maersk,2026-06-01,2026-06-04,2026-06-05,Delayed,Low,30,Weather disruption,Air,Electronics,2146.46,6155,Extreme Heat,Cleared,Medium,72.7,Medium,WEATHER_DISRUPTION
SHP-1513,Mumbai,Frankfurt,FedEx,2026-03-21,2026-03-25,2026-03-25,Delayed,Normal,18,Carrier delay,Sea,Machinery,108.36,5643,Storm,Cleared,Low,56.6,High,CARRIER_DELAY
SHP-1514,Pune,Paris,UPS,2026-01-06,2026-01-09,2026-01-09,Delayed,High,12,Documentation issue,Rail,Textiles,3457.41,3673,Extreme Heat,Under Review,Low,69.4,Medium,MINOR_DELAY
SHP-1515,Kolkata,London,UPS,2026-04-22,2026-04-28,2026-04-28,Delayed,Normal,4,Weather disruption,Road,Textiles,4981.18,6886,Clear,Under Review,Medium,89.6,Low,MINOR_DELAY
SHP-1516,Delhi,Paris,DHL,2026-01-18,2026-01-24,2026-01-24,Delayed,Normal,15,Carrier delay,Road,Textiles,2170.22,9146,Fog,Cleared,Medium,68.5,Medium,MINOR_DELAY
SHP-1517,Pune,Tokyo,Maersk,2026-07-15,2026-07-24,2026-07-27,Delayed,Normal,76,Carrier delay,Rail,Machinery,1347.0,10751,Rain,Cleared,Medium,77.9,Medium,CARRIER_DELAY
SHP-1518,Pune,Paris,Carrier-X,2026-02-21,2026-02-25,2026-02-25,Delivered,Normal,0,On schedule,Air,Food,3734.7,12842,Clear,Cleared,Low,67.9,None,NONE
SHP-1519,Pune,Tokyo,Maersk,2026-02-22,2026-02-28,2026-02-28,Delivered,High,0,On schedule,Air,Machinery,3233.75,4501,Clear,Cleared,Low,84.5,None,NONE
SHP-1520,Chennai,Tokyo,FedEx,2026-02-19,2026-02-27,2026-02-28,Delayed,Low,31,Customs clearance,Air,Pharmaceuticals,2115.88,906,Fog,Pending,Medium,63.7,High,CUSTOMS_DELAY
SHP-1521,Hyderabad,London,DHL,2026-07-25,2026-08-01,2026-08-01,Delayed,Normal,22,Carrier delay,Road,Chemicals,3011.98,14507,Clear,Cleared,Low,57.7,Medium,MINOR_DELAY
SHP-1522,Pune,Toronto,Carrier-X,2026-08-03,2026-08-06,2026-08-06,Delivered,High,0,On schedule,Air,Automotive,2859.16,8496,Clear,Cleared,Low,95.1,None,NONE
SHP-1523,Hyderabad,Sydney,DHL,2026-02-01,2026-02-09,2026-02-09,Delivered,High,0,On schedule,Sea,Food,4031.15,12489,Clear,Cleared,Low,65.1,None,NONE
SHP-1524,Pune,Frankfurt,FedEx,2026-02-24,2026-03-02,2026-03-02,Delivered,Critical,0,On schedule,Air,Pharmaceuticals,4315.87,1216,Clear,Cleared,Low,76.1,None,NONE
SHP-1525,Kolkata,Singapore,Maersk,2026-06-24,2026-06-28,2026-06-28,Delivered,Normal,0,On schedule,Rail,Automotive,1821.36,12025,Clear,Cleared,Low,70.8,None,NONE
SHP-1526,Hyderabad,Dubai,Carrier-X,2026-07-09,2026-07-16,2026-07-17,Delayed,High,42,Port congestion,Air,Chemicals,4516.75,11527,Storm,Under Review,High,60.2,High,PORT_CONGESTION
SHP-1527,Chennai,Sydney,BlueDart,2026-03-07,2026-03-16,2026-03-17,Delayed,Normal,42,Port congestion,Air,Automotive,3160.45,14709,Rain,Cleared,High,89.9,High,PORT_CONGESTION
SHP-1528,Pune,Dubai,Maersk,2026-07-19,2026-07-27,2026-07-27,Delivered,Critical,0,On schedule,Air,Chemicals,4633.22,5751,Clear,Cleared,Low,85.8,None,NONE
SHP-1529,Delhi,London,Carrier-X,2026-01-17,2026-01-21,2026-01-21,Delayed,Normal,19,Weather disruption,Road,Food,3154.48,13260,Clear,Under Review,Low,82.6,Medium,MINOR_DELAY
SHP-1530,Mumbai,Tokyo,FedEx,2026-05-28,2026-06-07,2026-06-07,Delivered,Low,0,On schedule,Road,Textiles,3570.68,12876,Clear,Cleared,Low,90.7,None,NONE
SHP-1531,Bengaluru,Paris,Carrier-X,2026-03-23,2026-03-30,2026-03-31,Delayed,Normal,27,Carrier delay,Rail,Chemicals,3999.65,3554,Fog,Cleared,Low,58.6,High,CARRIER_DELAY
SHP-1532,Kolkata,London,BlueDart,2026-05-27,2026-06-01,2026-06-04,Delayed,Normal,83,Port congestion,Rail,Chemicals,1316.3,14256,Extreme Heat,Cleared,High,62.3,Medium,PORT_CONGESTION
SHP-1533,Pune,Paris,BlueDart,2026-01-23,2026-01-26,2026-01-26,Delivered,Critical,0,On schedule,Road,Pharmaceuticals,80.43,8915,Clear,Cleared,Low,73.7,None,NONE
SHP-1534,Ahmedabad,Sydney,DHL,2026-02-22,2026-03-03,2026-03-05,Delayed,Normal,58,Weather disruption,Sea,Machinery,1916.55,7366,Fog,Cleared,Medium,91.8,High,WEATHER_DISRUPTION
SHP-1535,Chennai,New York,Carrier-X,2026-02-16,2026-02-22,2026-02-22,Delivered,Normal,0,On schedule,Sea,Automotive,4880.88,4158,Clear,Cleared,Low,81.6,None,NONE
SHP-1536,Chennai,Toronto,UPS,2026-01-03,2026-01-09,2026-01-11,Delayed,Normal,60,Carrier delay,Rail,Electronics,374.55,9425,Extreme Heat,Cleared,Medium,57.5,Medium,CARRIER_DELAY
SHP-1537,Kolkata,Frankfurt,BlueDart,2026-06-21,2026-06-28,2026-06-28,Delayed,Critical,3,Carrier delay,Road,Food,669.87,14918,Extreme Heat,Under Review,Medium,79.1,Medium,MINOR_DELAY
SHP-1538,Bengaluru,New York,FedEx,2026-04-30,2026-05-10,2026-05-10,Delivered,Normal,0,On schedule,Rail,Textiles,2170.32,4566,Clear,Cleared,Low,60.0,None,NONE
SHP-1539,Mumbai,London,BlueDart,2026-04-03,2026-04-09,2026-04-09,Delivered,High,0,On schedule,Road,Machinery,3068.53,12777,Clear,Cleared,Low,94.8,None,NONE
SHP-1540,Kolkata,Tokyo,FedEx,2026-05-06,2026-05-15,2026-05-15,Delivered,High,0,On schedule,Road,Machinery,275.58,2735,Clear,Cleared,Low,57.3,None,NONE
SHP-1541,Bengaluru,Dubai,BlueDart,2026-06-30,2026-07-09,2026-07-09,Delivered,Normal,0,On schedule,Road,Pharmaceuticals,213.55,6141,Clear,Cleared,Low,97.5,None,NONE
SHP-1542,Ahmedabad,Sydney,BlueDart,2026-07-04,2026-07-07,2026-07-07,Delivered,High,0,On schedule,Air,Chemicals,1026.63,4954,Clear,Cleared,Low,62.8,None,NONE
SHP-1543,Bengaluru,Amsterdam,Maersk,2026-01-02,2026-01-04,2026-01-04,Delayed,Normal,15,Carrier delay,Sea,Food,1428.56,11451,Storm,Under Review,Low,60.2,Low,MINOR_DELAY
SHP-1544,Kolkata,Paris,DHL,2026-01-08,2026-01-14,2026-01-16,Delayed,Low,50,Weather disruption,Road,Pharmaceuticals,2975.08,395,Fog,Cleared,Medium,69.2,High,WEATHER_DISRUPTION
SHP-1545,Mumbai,Paris,BlueDart,2026-07-07,2026-07-14,2026-07-14,Delayed,High,20,Customs clearance,Road,Machinery,3992.75,12486,Storm,Pending,Low,58.0,Medium,CUSTOMS_DELAY
SHP-1546,Pune,Singapore,BlueDart,2026-03-03,2026-03-11,2026-03-11,Delayed,Critical,13,Weather disruption,Road,Pharmaceuticals,3899.67,4968,Storm,Cleared,Low,82.8,Medium,WEATHER_DISRUPTION
SHP-1547,Bengaluru,Singapore,Maersk,2026-04-21,2026-04-28,2026-05-01,Delayed,High,89,Port congestion,Rail,Chemicals,2568.14,8321,Clear,Under Review,High,74.2,Medium,PORT_CONGESTION
SHP-1548,Pune,Sydney,Maersk,2026-07-13,2026-07-17,2026-07-17,Delivered,Normal,0,On schedule,Rail,Electronics,2176.19,7279,Clear,Cleared,Low,59.0,None,NONE
SHP-1549,Kolkata,Sydney,Carrier-X,2026-06-25,2026-07-03,2026-07-06,Delayed,High,79,Port congestion,Sea,Machinery,405.12,13432,Extreme Heat,Under Review,High,75.5,Medium,PORT_CONGESTION
SHP-1550,Bengaluru,London,Carrier-X,2026-03-05,2026-03-07,2026-03-07,Delivered,Normal,0,On schedule,Road,Chemicals,2759.46,1038,Clear,Cleared,Low,77.1,None,NONE
SHP-1551,Pune,Tokyo,DHL,2026-07-04,2026-07-10,2026-07-10,Delivered,Normal,0,On schedule,Rail,Machinery,2931.98,12893,Clear,Cleared,Low,76.6,None,NONE
SHP-1552,Delhi,Sydney,FedEx,2026-04-11,2026-04-17,2026-04-17,Delivered,Low,0,On schedule,Sea,Chemicals,1576.59,12163,Clear,Cleared,Low,74.6,None,NONE
SHP-1553,Ahmedabad,Paris,Maersk,2026-07-27,2026-08-02,2026-08-02,Delivered,Normal,0,On schedule,Road,Chemicals,4359.36,2042,Clear,Cleared,Low,73.7,None,NONE
SHP-1554,Mumbai,Dubai,BlueDart,2026-02-13,2026-02-21,2026-02-21,Delivered,High,0,On schedule,Air,Electronics,4345.21,12493,Clear,Cleared,Low,80.9,None,NONE
SHP-1555,Ahmedabad,New York,UPS,2026-06-22,2026-06-25,2026-06-27,Delayed,Critical,62,Carrier delay,Road,Machinery,4081.68,11703,Rain,Cleared,Medium,96.7,Medium,DELIVERY_DELAY
SHP-1556,Mumbai,Frankfurt,BlueDart,2026-03-03,2026-03-12,2026-03-12,Delayed,Normal,19,Carrier delay,Sea,Machinery,2115.18,2208,Rain,Under Review,Medium,62.1,Low,MINOR_DELAY
SHP-1557,Bengaluru,Sydney,BlueDart,2026-08-09,2026-08-15,2026-08-15,Delivered,Normal,0,On schedule,Rail,Electronics,2851.46,13961,Clear,Cleared,Low,71.8,None,NONE
SHP-1558,Kolkata,Dubai,DHL,2026-08-06,2026-08-16,2026-08-16,Delayed,Normal,19,Documentation issue,Rail,Automotive,2959.29,10318,Extreme Heat,Under Review,Medium,95.2,Low,MINOR_DELAY
SHP-1559,Ahmedabad,Frankfurt,Carrier-X,2026-01-05,2026-01-08,2026-01-08,Delivered,Normal,0,On schedule,Air,Food,1346.57,10921,Clear,Cleared,Low,72.9,None,NONE
SHP-1560,Ahmedabad,Singapore,BlueDart,2026-06-28,2026-07-03,2026-07-03,Delivered,Normal,0,On schedule,Road,Automotive,2351.51,7478,Clear,Cleared,Low,65.0,None,NONE
SHP-1561,Chennai,Paris,Carrier-X,2026-08-07,2026-08-11,2026-08-11,Delayed,High,6,Documentation issue,Road,Food,3112.99,4927,Extreme Heat,Under Review,Medium,84.7,Medium,MINOR_DELAY
SHP-1562,Delhi,Sydney,FedEx,2026-02-10,2026-02-18,2026-02-18,Delivered,Normal,0,On schedule,Sea,Pharmaceuticals,4715.84,8389,Clear,Cleared,Low,68.1,None,NONE
SHP-1563,Chennai,Amsterdam,DHL,2026-03-08,2026-03-18,2026-03-18,Delivered,Normal,0,On schedule,Air,Textiles,169.53,1343,Clear,Cleared,Low,69.5,None,NONE
